source_type,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,turbidity_NTU,persons_with_symptoms,risk_percent
open_catchment,11.89,24.375,5.926,0.949,7,45.226,Monsoon,6.975,9.872,5,30.256
reservoir,11.994,25.696,9.005,0.941,2,13.068,Winter,8.127,6.613,0,13.903
canal,12.172,23.095,9.26,0.525,10,12.396,Autumn,7.653,19.955,2,46.855
deep_borehole,6.783,32.053,8.024,0.983,10,130.641,Autumn,7.139,9.388,0,39.251
community_tank,24.638,30.476,5.962,0.656,6,58.405,Monsoon,6.825,13.867,2,46.206
deep_borehole,6.718,19.754,5.025,0.128,10,31.916,Autumn,7.532,9.253,0,32.923
deep_borehole,5.983,21.539,8.674,0.888,12,20.236,Winter,7.036,6.913,2,20.909
deep_borehole,2.224,26.376,6.908,0.469,6,20.757,Monsoon,7.258,1.408,1,18.692
canal,3.677,21.784,8.86,0.153,7,8.004,Monsoon,7.485,10.878,2,31.981
deep_borehole,0.433,25.549,6.002,0.791,3,15.424,Summer,7.967,24.066,4,44.085
rooftop_rainwater,10.039,25.032,8.663,0.624,8,19.707,Monsoon,7.559,12.635,5,31.302
reservoir,2.857,24.881,9.111,0.882,5,27.01,Summer,7.472,22.782,1,48.044
reservoir,3.626,28.056,6.637,0.827,10,28.526,Autumn,7.91,1.054,3,14.483
shallow_well,14.732,30.422,7.463,0.32,4,79.972,Summer,7.405,21.118,6,59.543
pond,3.963,26.188,5.258,0.256,11,15.096,Autumn,6.661,14.966,1,42.65
open_catchment,2.773,21.364,5.296,0.734,12,124.605,Winter,7.461,24.264,2,65.218
open_catchment,1.852,25.432,7.476,0.573,9,27.472,Monsoon,5.954,3.547,4,86.722
pond,14.91,23.248,6.19,0.07,9,44.158,Monsoon,7.401,16.705,6,49.344
canal,1.389,30.977,7.361,0.182,2,87.595,Winter,7.265,1.34,2,28.488
piped_protected,6.047,27.079,7.246,0.151,1,53.063,Winter,5.79,10.657,0,89.624
canal,7.071,26.208,7.979,0.59,3,65.196,Summer,7.044,3.562,0,22.008
open_catchment,11.628,26.949,7.795,0.086,10,17.413,Autumn,7.834,11.797,3,36.936
open_catchment,10.032,24.885,8.381,0.208,8,26.69,Monsoon,7.265,12.832,1,35.729
pond,16.645,28.756,7.341,0.545,4,64.755,Summer,7.63,22.246,2,56.978
deep_borehole,0.458,23.287,7.461,0.133,5,66.236,Summer,7.657,0.839,4,28.92
canal,3.516,27.88,6.997,0.248,5,37.425,Summer,7.341,10.082,4,34.014
river,3.287,29.776,8.575,0.907,11,64.255,Autumn,7.565,17.792,1,44.543
pond,1.578,22.558,9.761,0.697,2,14.139,Winter,6.977,17.546,2,39.021
rooftop_rainwater,3.413,26.013,8.124,0.307,1,61.383,Winter,7.792,7.48,0,30.495
open_catchment,3.707,26.25,7.746,0.877,8,79.23,Monsoon,7.011,0.268,3,24.903
pond,7.379,21.776,6.674,0.25,10,31.866,Autumn,7.388,23.782,4,52.941
canal,10.898,20.893,7.364,0.589,12,37.856,Winter,7.536,18.287,1,40.884
open_catchment,4.798,22.252,6.408,0.368,5,4.499,Summer,7.129,2.584,1,17.843
piped_protected,12.711,24.844,6.076,0.752,2,125.962,Winter,9.041,10.607,0,74.211
pond,4.097,26.257,6.706,0.372,7,44.91,Monsoon,7.819,22.414,3,61.602
community_tank,3.429,23.891,9.684,0.249,2,56.83,Winter,7.62,8.712,2,34.095
open_catchment,7.791,30.792,6.873,0.608,6,44.399,Monsoon,8.89,9.799,1,90.597
canal,0.24,28.079,9.435,0.745,9,50.386,Monsoon,7.054,5.177,2,24.745
shallow_well,0.832,26.358,5.542,0.536,4,46.941,Summer,7.441,0.336,2,24.461
river,5.412,23.709,7.208,0.716,5,138.547,Summer,7.205,22.673,3,58.567
spring,28.632,25.209,8.081,0.422,1,376.901,Winter,7.357,12.603,5,88.859
deep_borehole,12.784,28.305,8.158,0.795,1,94.216,Winter,8.606,16.052,0,69.84
spring,0.923,27.76,5.376,0.585,9,110.583,Monsoon,7.59,0.85,0,29.442
canal,18.729,27.728,5.176,0.196,5,20.594,Summer,7.515,22.728,1,55.073
rooftop_rainwater,13.179,24.089,7.929,0.891,12,25.824,Winter,6.863,22.068,4,45.918
rooftop_rainwater,9.44,23.431,6.17,0.837,11,46.022,Autumn,6.952,6.837,1,23.76
shallow_well,17.164,20.718,7.952,0.964,3,54.55,Summer,7.984,0.587,3,24.467
deep_borehole,5.177,26.586,9.154,0.569,2,46.473,Winter,7.41,2.758,3,21.691
community_tank,2.504,20.444,6.016,0.676,10,12.471,Autumn,9.039,22.038,3,78.491
shallow_well,7.175,24.953,6.217,0.864,7,21.212,Monsoon,7.642,1.399,4,15.528
reservoir,7.959,23.739,3.961,0.053,4,22.33,Summer,7.69,9.212,2,28.248
spring,7.729,25.667,8.202,0.912,3,50.712,Summer,8.044,13.447,1,32.787
shallow_well,8.326,28.497,10.196,0.271,2,23.384,Winter,7.33,0.173,4,23.113
spring,29.702,29.061,5.13,0.057,11,26.254,Autumn,7.42,9.928,0,37.616
open_catchment,23.253,27.107,8.866,0.238,11,24.718,Autumn,7.911,10.74,1,29.827
rooftop_rainwater,20.852,22.707,9.003,0.586,11,59.697,Autumn,6.938,22.519,3,62.01
open_catchment,16.165,24.933,8.176,0.048,10,105.798,Autumn,7.31,13.23,3,51.531
river,28.722,22.379,6.092,0.001,10,14.651,Autumn,7.885,24.572,1,63.067
reservoir,1.037,23.037,6.635,0.639,4,68.292,Summer,7.454,3.93,2,23.408
deep_borehole,3.081,26.447,7.829,0.453,9,13.205,Monsoon,6.886,7.796,0,15.999
community_tank,6.833,22.077,7.785,0.844,10,61.184,Autumn,6.957,23.556,3,54.66
spring,18.743,23.637,6.624,0.258,7,9.322,Monsoon,7.747,0.682,1,19.691
community_tank,7.035,21.791,7.691,0.281,1,126.591,Winter,7.449,13.401,5,56.81
spring,13.785,26.975,6.458,0.078,3,24.501,Summer,6.373,23.681,2,84.485
canal,1.496,23.918,6.831,0.539,12,39.715,Winter,7.79,18.042,1,45.704
shallow_well,2.909,18.351,6.696,0.366,5,35.915,Summer,7.862,6.573,4,25.525
river,13.159,29.901,8.642,0.34,7,123.762,Monsoon,7.037,4.397,4,41.049
rooftop_rainwater,1.8,28.04,4.857,0.458,5,16.784,Summer,6.945,1.119,2,17.786
spring,4.329,18.954,7.975,0.85,9,30.406,Monsoon,7.988,5.836,2,26.358
community_tank,3.077,27.204,7.539,0.105,7,37.44,Monsoon,8.322,2.006,1,26.951
river,4.306,29.568,3.596,0.524,12,84.366,Winter,7.163,15.666,2,52.7
piped_protected,12.321,24.441,8.307,0.196,1,15.206,Winter,7.255,21.709,1,53.042
piped_protected,4.586,25.447,8.494,0.212,6,4.134,Monsoon,8.268,8.51,0,25.907
open_catchment,8.103,24.044,6.392,0.257,2,10.446,Winter,7.139,22.095,1,45.624
rooftop_rainwater,1.053,26.559,7.727,0.459,6,65.793,Monsoon,7.495,7.439,2,32.825
canal,16.348,28.1,7.401,0.494,3,34.585,Summer,7.45,7.889,0,23.137
community_tank,4.619,21.427,10.348,0.872,12,29.951,Winter,6.977,24.991,1,46.17
shallow_well,10.456,22.882,7.754,0.892,2,13.989,Winter,7.314,11.581,3,25.79
shallow_well,12.924,25.305,7.159,0.587,3,34.37,Summer,6.918,1.066,7,15.414
community_tank,2.353,25.931,8.642,0.281,11,53.131,Autumn,7.903,17.513,3,46.679
deep_borehole,21.6,26.222,9.412,0.818,10,28.549,Autumn,8.732,16.219,3,74.135
canal,9.577,24.422,10.108,0.793,4,116.327,Summer,7.499,11.529,3,42.5
river,5.599,22.354,6.104,0.798,1,74.114,Winter,7.135,11.783,2,35.211
spring,2.013,27.956,7.645,0.016,4,28.168,Summer,7.01,20.253,4,50.063
deep_borehole,28.525,21.335,6.068,0.754,6,63.618,Monsoon,7.345,1.516,3,25.924
spring,14.068,23.523,10.482,0.853,5,34.348,Summer,7.732,18.225,3,40.39
spring,2.332,25.053,7.071,0.605,5,43.487,Summer,7.225,5.823,1,20.575
deep_borehole,4.121,26.455,8.436,0.751,9,25.537,Monsoon,7.095,15.981,3,42.631
open_catchment,16.59,24.124,6.752,0.776,9,38.302,Monsoon,7.332,19.344,0,43.014
piped_protected,11.897,27.259,7.749,0.507,9,7.548,Monsoon,7.04,12.44,3,36.695
spring,14.515,28.752,4.291,0.814,7,14.663,Monsoon,7.723,11.46,5,35.89
deep_borehole,5.82,23.132,8.56,0.792,10,103.683,Autumn,7.344,9.302,4,41.566
deep_borehole,12.605,26.175,8.954,0.916,9,23.37,Monsoon,7.301,19.673,1,45.655
reservoir,4.886,25.739,6.111,0.921,12,11.439,Winter,7.435,14.703,3,35.136
pond,2.373,23.977,4.285,0.53,8,166.699,Monsoon,7.644,10.062,5,56.982
open_catchment,10.015,19.281,9.224,0.031,8,23.937,Monsoon,7.32,22.128,3,65.908
rooftop_rainwater,37.303,26.063,9.034,0.019,5,54.514,Summer,6.317,9.004,2,86.866
pond,3.719,26.392,8.187,0.939,9,19.392,Monsoon,7.721,15.841,4,36.82
pond,6.18,28.262,6.722,0.337,8,80.251,Monsoon,7.229,9.365,1,41.042
community_tank,11.209,23.995,6.58,0.378,7,32.245,Monsoon,7.799,21.756,2,59.106
piped_protected,7.798,22.999,9.001,0.47,8,6.322,Monsoon,7.46,3.024,1,22.708
deep_borehole,18.542,22.256,6.519,0.266,9,252.59,Monsoon,7.484,19.731,7,100.0
piped_protected,14.344,16.005,7.236,0.59,7,18.062,Monsoon,8.704,14.3,2,93.544
canal,0.601,23.786,6.992,0.785,9,23.491,Monsoon,7.431,5.223,1,16.275
community_tank,64.511,33.299,7.492,0.257,8,9.84,Monsoon,7.198,13.809,1,50.689
rooftop_rainwater,13.96,28.813,6.839,0.743,2,5.642,Winter,7.092,8.827,1,24.846
piped_protected,19.944,22.023,7.015,0.672,3,95.258,Summer,7.346,14.966,1,50.0
shallow_well,10.533,23.456,9.687,0.526,6,39.417,Monsoon,7.585,12.12,3,39.388
spring,19.399,23.437,7.787,0.325,6,4.964,Monsoon,7.663,14.379,3,36.497
canal,1.192,29.196,7.574,0.873,7,22.129,Monsoon,7.537,17.858,3,42.565
open_catchment,4.273,31.674,8.233,0.403,2,46.651,Winter,6.731,15.083,3,45.373
rooftop_rainwater,20.909,25.269,5.322,0.375,12,58.335,Winter,8.002,11.263,0,30.32
canal,2.252,25.791,8.526,0.641,1,13.469,Winter,8.268,2.768,1,10.975
spring,0.815,26.561,7.454,0.92,11,19.369,Autumn,8.242,2.673,3,16.206
community_tank,15.517,24.952,6.074,0.508,12,16.502,Winter,7.296,9.44,3,22.921
spring,18.048,25.846,6.856,0.723,5,22.16,Summer,7.239,18.092,1,37.612
pond,1.775,25.145,7.8,0.457,11,40.086,Autumn,7.8,22.783,0,54.014
spring,19.265,26.434,7.129,0.219,2,71.823,Winter,8.029,20.699,1,63.174
pond,11.608,18.995,8.629,0.124,9,40.461,Monsoon,7.317,22.043,1,66.866
community_tank,7.341,23.562,5.873,0.136,3,41.746,Summer,7.687,1.955,5,25.445
river,17.734,21.45,5.312,0.021,12,26.532,Winter,8.067,21.163,2,59.879
pond,5.434,27.07,5.857,0.553,2,10.206,Winter,7.664,20.509,1,39.861
open_catchment,2.157,22.643,6.385,0.131,12,27.793,Winter,7.337,0.648,1,21.591
spring,3.353,20.305,7.201,0.866,12,21.11,Winter,7.347,16.126,3,41.328
spring,7.035,19.635,6.503,0.983,7,16.328,Monsoon,7.156,16.569,1,44.481
open_catchment,7.579,26.348,5.219,0.496,6,32.628,Monsoon,7.522,23.034,1,58.397
shallow_well,16.377,22.214,4.97,0.45,8,7.03,Monsoon,7.296,23.567,2,56.495
deep_borehole,15.671,24.585,5.082,0.348,9,20.304,Monsoon,6.743,21.74,0,57.826
river,8.708,29.749,6.567,0.638,3,16.307,Summer,7.214,14.633,2,37.255
rooftop_rainwater,15.177,26.126,5.783,0.608,8,14.075,Monsoon,7.555,8.185,3,25.642
pond,2.129,23.47,6.424,0.343,4,56.976,Summer,7.757,17.763,1,41.071
open_catchment,0.514,21.475,8.991,0.343,2,36.273,Winter,6.974,19.559,2,50.603
community_tank,20.686,26.305,5.245,0.645,4,51.057,Summer,8.054,22.06,3,49.421
pond,0.786,24.613,7.449,0.555,4,49.024,Summer,7.348,2.04,3,19.047
deep_borehole,2.833,26.736,5.223,0.719,8,12.212,Monsoon,7.167,20.126,0,45.774
community_tank,11.885,17.849,4.998,0.941,10,95.01,Autumn,7.333,16.14,1,51.166
canal,5.267,28.412,7.557,0.78,8,20.069,Monsoon,7.873,15.007,2,35.45
spring,20.9,19.862,8.012,0.304,7,98.455,Monsoon,7.586,10.61,1,48.466
canal,3.538,23.548,8.184,0.759,4,22.02,Summer,8.463,5.265,0,16.393
pond,0.119,29.17,8.666,0.45,2,9.262,Winter,7.519,6.117,1,16.109
deep_borehole,3.576,18.299,6.734,0.778,1,11.484,Winter,7.546,12.691,3,37.155
river,8.629,24.74,7.412,0.887,11,82.247,Autumn,6.995,19.466,1,47.198
pond,4.715,24.176,6.422,0.25,2,55.02,Winter,7.55,22.778,1,51.856
open_catchment,7.654,24.914,8.939,0.239,2,15.408,Winter,7.082,18.744,0,36.809
piped_protected,20.923,26.069,5.633,0.433,3,39.823,Summer,7.651,27.065,2,77.608
pond,24.359,25.045,7.751,0.052,10,84.16,Autumn,7.738,42.656,5,100.0
spring,3.092,20.98,5.402,0.686,5,162.069,Summer,7.688,11.217,0,52.877
spring,6.202,25.292,7.165,0.75,1,37.309,Winter,7.815,7.376,2,23.103
pond,7.966,24.945,4.59,0.345,5,44.141,Summer,7.442,5.921,2,21.662
community_tank,29.781,24.819,7.34,0.465,7,27.326,Monsoon,7.358,22.351,2,51.438
piped_protected,65.837,31.258,9.961,0.59,12,32.497,Winter,7.834,3.663,2,28.561
open_catchment,2.684,29.012,6.162,0.074,1,56.721,Winter,7.791,0.35,5,26.602
pond,12.982,30.481,6.636,0.711,4,11.102,Summer,7.839,13.935,3,30.656
community_tank,4.749,26.032,8.3,0.527,11,61.111,Autumn,7.591,16.381,2,48.264
spring,0.081,30.356,7.067,0.624,2,21.903,Winter,8.101,1.788,2,19.737
spring,0.093,22.432,8.833,0.724,8,15.538,Monsoon,7.902,15.837,2,33.591
deep_borehole,6.172,23.922,7.59,0.676,2,15.593,Winter,8.023,6.376,4,16.041
pond,6.701,23.26,8.313,0.095,1,212.874,Winter,6.952,10.471,1,67.875
piped_protected,0.228,23.512,4.033,0.783,2,116.402,Winter,7.133,1.747,4,27.612
shallow_well,11.613,25.124,7.138,0.61,10,13.755,Autumn,7.484,8.558,2,19.674
piped_protected,3.481,25.612,5.338,0.715,4,41.935,Summer,6.79,8.332,1,22.429
spring,8.207,26.293,6.408,0.262,5,40.28,Summer,6.362,23.626,1,80.424
spring,3.58,30.234,7.648,0.221,2,179.854,Winter,7.13,19.714,1,79.451
canal,1.829,20.426,6.656,0.826,4,20.809,Summer,7.748,18.516,3,41.121
spring,5.229,21.384,5.824,0.39,7,3.82,Monsoon,7.037,9.416,5,24.124
open_catchment,2.643,17.674,8.881,0.575,5,28.473,Summer,7.71,13.189,1,40.858
rooftop_rainwater,7.653,22.474,8.511,0.552,8,24.533,Monsoon,7.52,16.958,1,45.16
pond,2.217,23.667,4.942,0.585,10,50.43,Autumn,7.158,16.739,2,37.156
piped_protected,7.101,22.905,8.144,0.07,9,75.206,Monsoon,7.783,13.517,2,52.757
rooftop_rainwater,1.712,21.583,7.255,0.302,1,99.958,Winter,6.745,0.72,0,31.696
community_tank,11.116,25.267,7.354,0.066,1,96.782,Winter,7.812,23.793,2,70.146
shallow_well,14.022,23.84,9.333,0.48,3,61.082,Summer,8.808,5.928,2,77.882
open_catchment,1.17,22.346,7.232,0.902,8,91.078,Monsoon,8.21,7.579,0,28.839
reservoir,6.307,25.453,8.071,0.389,1,8.467,Winter,7.732,0.432,3,13.817
piped_protected,0.735,23.28,7.321,0.782,10,24.895,Autumn,8.075,19.365,1,41.107
rooftop_rainwater,9.118,28.47,7.329,0.287,2,32.287,Winter,7.933,21.641,5,52.454
shallow_well,3.071,24.509,5.612,0.856,1,50.359,Winter,7.323,2.217,1,16.793
canal,7.5,23.95,10.681,0.42,1,17.291,Winter,7.12,12.016,1,23.66
open_catchment,7.287,25.785,2.387,0.355,12,16.596,Winter,7.47,8.653,3,30.369
open_catchment,25.817,18.983,5.912,0.697,9,22.625,Monsoon,7.943,23.55,2,57.699
canal,7.965,28.641,6.267,0.513,12,49.394,Winter,7.887,22.514,0,56.706
reservoir,8.747,27.355,8.363,0.337,10,1.492,Autumn,7.03,18.738,4,44.615
pond,5.136,22.621,4.884,0.058,1,31.496,Winter,7.03,24.172,0,61.415
canal,29.775,21.608,6.737,0.167,4,15.78,Summer,7.568,5.364,4,25.128
open_catchment,15.014,21.97,8.18,0.772,7,13.808,Monsoon,8.4,21.74,0,52.769
open_catchment,3.36,20.77,5.173,0.921,12,44.575,Winter,7.722,19.796,2,41.365
rooftop_rainwater,18.592,19.91,6.795,0.169,5,36.994,Summer,7.806,18.78,1,51.803
spring,5.663,20.673,6.748,0.569,10,39.279,Autumn,7.171,20.605,3,50.113
reservoir,17.641,17.059,6.103,0.034,5,37.94,Summer,7.322,5.622,3,33.16
shallow_well,17.31,23.909,7.055,0.291,7,128.959,Monsoon,7.319,2.948,1,36.735
canal,2.093,24.59,6.362,0.449,6,103.375,Monsoon,6.999,21.253,1,62.029
shallow_well,12.078,28.843,8.451,0.736,6,8.256,Monsoon,7.831,6.106,1,23.592
canal,3.434,27.961,7.794,0.044,8,19.84,Monsoon,4.207,0.728,2,100.0
community_tank,3.531,22.798,6.723,0.781,10,22.298,Autumn,6.969,12.775,5,35.431
open_catchment,3.515,24.257,7.099,0.203,9,7.324,Monsoon,8.349,21.776,2,50.662
spring,12.931,28.309,6.416,0.76,11,483.848,Autumn,6.944,16.772,2,100.0
rooftop_rainwater,2.611,23.654,9.005,0.625,2,35.527,Winter,7.481,24.12,2,51.643
spring,0.009,25.512,7.678,0.34,12,10.078,Winter,7.512,5.111,1,13.659
spring,12.561,23.182,6.79,0.724,12,92.56,Winter,7.524,4.614,0,29.713
spring,1.878,25.118,7.658,0.236,10,36.614,Autumn,7.27,5.978,3,27.632
shallow_well,1.104,25.251,9.833,0.22,4,15.22,Summer,7.724,13.807,5,25.11
canal,2.712,23.953,5.972,0.062,10,64.033,Autumn,7.356,8.859,1,30.568
river,4.779,28.198,8.327,0.393,9,79.661,Monsoon,7.533,14.634,0,45.741
community_tank,6.461,22.407,7.621,0.098,10,63.702,Autumn,7.764,9.75,1,36.501
piped_protected,0.456,25.346,6.676,0.42,1,55.205,Winter,7.947,16.072,3,39.134
spring,35.259,30.351,5.906,0.01,10,16.026,Autumn,7.407,14.268,1,45.351
pond,12.59,25.934,8.289,0.155,8,6.518,Monsoon,7.486,9.498,3,24.383
shallow_well,3.904,22.61,7.436,0.932,11,9.909,Autumn,7.462,20.835,1,37.931
reservoir,3.837,26.043,9.166,0.796,1,20.086,Winter,7.483,2.728,2,14.563
rooftop_rainwater,5.952,32.296,8.752,0.236,11,5.983,Autumn,7.255,20.519,5,49.319
piped_protected,9.842,25.118,7.451,0.718,4,192.613,Summer,7.935,18.658,4,60.32
river,1.583,27.381,5.917,0.668,9,12.103,Monsoon,6.81,12.141,4,30.959
pond,2.094,25.016,10.081,0.177,4,26.618,Summer,7.352,23.973,2,55.792
river,19.621,25.826,6.071,0.371,5,36.718,Summer,7.015,11.172,2,31.678
piped_protected,2.961,24.765,8.246,0.914,9,95.792,Monsoon,7.736,12.465,1,44.915
spring,4.784,21.946,4.342,0.739,8,52.045,Monsoon,8.485,15.22,0,45.497
pond,20.501,26.122,9.356,0.76,1,38.984,Winter,7.963,0.143,6,21.233
river,10.881,21.331,3.949,0.564,3,328.333,Summer,6.825,24.849,2,100.0
rooftop_rainwater,4.181,24.063,6.53,0.666,4,158.819,Summer,7.447,24.883,1,73.129
canal,11.511,30.735,5.407,0.509,3,47.447,Summer,7.829,12.652,0,40.475
open_catchment,0.199,24.784,9.093,0.741,9,42.748,Monsoon,7.756,8.616,1,28.312
canal,13.305,22.23,5.887,0.733,6,28.159,Monsoon,7.55,3.306,3,20.14
piped_protected,6.675,25.723,7.793,0.031,3,65.967,Summer,7.772,5.637,0,26.43
shallow_well,16.776,23.339,7.4,0.632,8,22.264,Monsoon,7.567,14.795,4,39.082
open_catchment,30.931,25.326,4.832,0.63,9,15.505,Monsoon,7.926,13.506,2,35.58
community_tank,26.008,21.47,8.543,0.067,10,128.109,Autumn,8.15,22.937,3,73.556
rooftop_rainwater,23.998,27.339,6.976,0.41,4,15.144,Summer,7.238,15.063,5,28.266
community_tank,7.178,25.374,9.261,0.899,5,30.971,Summer,7.479,21.737,2,40.237
pond,4.465,21.994,7.92,0.953,3,21.899,Summer,7.885,6.657,1,22.098
open_catchment,6.256,26.079,5.86,0.782,5,30.029,Summer,7.232,13.822,3,33.655
community_tank,11.708,30.806,6.698,0.151,2,39.177,Winter,7.217,2.788,1,27.034
community_tank,21.541,22.612,6.656,0.375,2,32.282,Winter,7.881,20.374,2,51.495
river,2.319,27.273,8.167,0.183,11,13.584,Autumn,6.661,14.077,4,36.857
canal,25.034,26.254,8.118,0.652,5,21.46,Summer,7.099,9.26,1,31.778
river,16.884,26.21,5.99,0.773,7,61.362,Monsoon,7.544,7.276,2,28.83
open_catchment,38.564,27.701,8.421,0.884,1,40.033,Winter,8.024,16.089,0,42.806
open_catchment,21.224,24.169,7.61,0.861,3,47.453,Summer,7.121,6.699,1,25.148
piped_protected,3.284,25.457,8.004,0.099,1,78.685,Winter,7.1,32.927,3,100.0
river,1.12,25.295,7.777,0.126,8,54.756,Monsoon,7.229,12.911,0,38.155
deep_borehole,1.191,22.433,8.244,0.91,2,17.798,Winter,7.896,1.486,3,15.079
reservoir,3.442,26.376,5.601,0.844,6,44.265,Monsoon,7.978,15.436,2,39.454
canal,9.524,23.913,7.285,0.46,11,43.204,Autumn,6.886,7.2,1,23.626
open_catchment,16.313,30.491,8.511,0.43,6,6.872,Monsoon,7.47,14.031,4,41.273
piped_protected,22.951,23.476,8.674,0.553,9,6.34,Monsoon,7.303,19.867,0,45.746
river,9.775,21.039,8.671,0.597,6,49.854,Monsoon,8.869,11.273,0,86.154
canal,0.056,28.361,5.671,0.254,10,18.444,Autumn,7.634,1.788,1,18.891
river,2.062,22.767,10.117,0.404,6,20.366,Monsoon,7.107,10.203,1,30.257
community_tank,1.051,21.36,9.648,0.62,11,42.063,Autumn,7.678,22.125,3,51.57
piped_protected,4.515,26.163,5.702,0.206,1,32.571,Winter,7.97,21.204,3,49.827
canal,6.959,28.997,6.551,0.999,7,30.334,Monsoon,6.829,0.243,2,19.41
spring,0.444,27.212,8.028,0.283,12,141.928,Winter,7.568,10.106,4,47.537
pond,4.284,23.285,5.918,0.552,6,25.074,Monsoon,7.441,17.235,0,46.46
pond,1.975,25.386,7.873,0.554,8,41.515,Monsoon,6.942,17.296,2,44.277
canal,10.415,24.138,7.318,0.451,1,17.983,Winter,6.271,24.126,2,78.553
river,6.241,29.983,8.933,0.242,8,89.646,Monsoon,7.534,22.281,1,72.513
piped_protected,6.838,23.688,7.645,0.565,8,44.769,Monsoon,7.202,8.929,2,30.039
reservoir,5.581,25.297,3.954,0.091,1,184.89,Winter,7.982,21.878,1,87.123
pond,31.24,25.508,8.294,0.387,11,36.963,Autumn,8.228,7.255,1,25.278
piped_protected,2.417,21.519,8.844,0.224,7,43.579,Monsoon,7.479,6.029,3,31.69
pond,7.27,24.421,6.905,0.124,7,30.847,Monsoon,7.438,24.179,0,61.394
community_tank,13.319,24.47,7.222,0.925,7,153.183,Monsoon,7.292,12.209,3,51.793
river,8.138,29.131,7.227,0.7,12,46.213,Winter,7.985,2.493,3,21.978
community_tank,26.454,25.585,6.122,0.169,3,29.597,Summer,8.211,9.674,2,28.82
pond,4.748,23.865,10.704,0.949,3,13.353,Summer,7.81,18.004,2,34.175
spring,6.23,24.565,5.826,0.216,11,3.878,Autumn,7.876,15.187,5,37.85
spring,0.927,24.799,8.392,0.236,8,35.129,Monsoon,7.079,4.891,2,21.196
community_tank,9.39,24.883,8.385,0.133,8,23.798,Monsoon,8.305,1.621,3,25.61
spring,3.4,27.782,6.313,0.728,8,1.733,Monsoon,7.663,6.739,3,20.752
pond,1.747,27.936,5.595,0.571,12,21.419,Winter,7.945,8.394,4,26.627
canal,7.864,22.028,6.84,0.058,3,11.587,Summer,7.624,11.039,2,30.664
community_tank,7.6,28.204,8.046,0.025,4,168.311,Summer,7.109,1.017,4,47.668
reservoir,0.789,27.254,7.46,0.533,12,30.158,Winter,7.523,24.41,3,49.84
reservoir,11.98,24.842,9.724,0.652,2,109.653,Winter,6.762,16.361,2,49.632
shallow_well,9.776,20.578,6.119,0.823,11,50.133,Autumn,7.606,11.014,2,35.438
river,2.095,25.638,6.155,0.478,3,88.072,Summer,7.706,1.305,2,30.184
spring,6.338,23.938,8.323,0.677,5,316.858,Summer,7.713,12.75,0,79.739
spring,12.741,26.665,4.498,0.734,3,72.169,Summer,7.276,22.039,0,55.326
open_catchment,7.538,26.94,6.155,0.613,4,785.526,Summer,7.21,17.506,0,100.0
deep_borehole,5.033,28.957,6.804,0.352,7,59.573,Monsoon,8.089,18.253,2,59.913
community_tank,3.891,21.816,6.979,0.132,3,107.762,Summer,7.689,14.254,3,50.967
rooftop_rainwater,9.426,31.415,6.238,0.648,1,23.077,Winter,7.493,10.934,1,35.825
spring,27.987,27.686,4.264,0.769,1,7.994,Winter,7.239,0.923,0,21.649
river,11.14,27.143,9.122,0.19,4,2.982,Summer,8.336,10.633,1,30.207
shallow_well,0.777,30.749,9.043,0.495,1,77.105,Winter,7.161,14.898,0,50.776
reservoir,6.175,25.954,4.503,0.397,6,19.884,Monsoon,7.695,11.138,2,28.738
spring,22.148,28.101,8.011,0.206,4,22.953,Summer,7.381,9.345,3,28.408
shallow_well,0.992,25.509,6.797,0.245,5,22.615,Summer,7.131,14.743,0,34.427
pond,44.986,27.522,7.839,0.238,6,16.66,Monsoon,7.046,7.825,2,31.145
pond,29.773,28.485,7.421,0.419,2,166.635,Winter,6.982,21.083,4,71.882
deep_borehole,0.815,28.177,4.814,0.39,1,13.508,Winter,7.889,23.473,2,54.539
canal,27.093,20.464,8.203,0.554,10,52.08,Autumn,7.058,13.108,2,38.092
rooftop_rainwater,4.512,23.759,6.172,0.093,12,52.076,Winter,7.384,6.394,3,27.921
open_catchment,18.625,28.515,3.105,0.581,12,7.572,Winter,7.63,1.049,3,25.461
deep_borehole,5.419,26.494,7.299,0.022,2,56.82,Winter,8.004,15.65,1,51.553
piped_protected,5.813,24.852,4.655,0.257,6,10.426,Monsoon,7.129,4.446,2,16.411
open_catchment,10.058,26.523,8.717,0.502,10,29.351,Autumn,7.861,11.208,3,32.676
community_tank,14.893,21.689,6.563,0.687,9,21.989,Monsoon,7.146,9.136,2,30.513
river,0.344,27.359,7.118,0.771,8,33.826,Monsoon,7.773,13.722,0,34.92
piped_protected,8.993,26.114,7.78,0.036,10,58.272,Autumn,7.463,17.934,1,52.038
piped_protected,2.067,25.256,7.157,0.537,11,13.525,Autumn,6.983,1.014,3,13.569
deep_borehole,4.246,24.463,6.113,0.354,1,18.074,Winter,7.07,22.144,2,49.401
canal,4.277,25.693,8.694,0.695,5,6.62,Summer,7.504,24.453,4,46.652
deep_borehole,6.331,24.177,6.837,0.284,7,11.07,Monsoon,7.834,14.114,2,38.425
community_tank,4.067,24.028,5.314,0.744,8,68.185,Monsoon,7.909,24.392,2,61.706
