source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
open_catchment,6.955,15.112,22.88,8.189,0.497,8,240.871,Monsoon,8.132,1,75.545
reservoir,6.986,12.941,25.973,6.059,0.679,8,24.761,Monsoon,7.757,5,21.161
canal,7.039,30.341,26.482,6.427,0.415,4,51.864,Summer,7.351,2,31.115
deep_borehole,4.925,13.4,21.501,3.186,0.684,5,9.983,Summer,7.426,2,26.594
community_tank,9.149,11.816,29.334,6.884,0.714,7,343.517,Monsoon,8.249,5,100.0
deep_borehole,4.892,3.035,23.486,6.446,0.749,6,11.116,Monsoon,7.38,1,19.49
deep_borehole,4.503,25.872,24.35,6.213,0.471,2,39.544,Winter,7.535,5,19.336
deep_borehole,1.994,1.979,24.209,5.831,0.004,7,100.68,Monsoon,7.608,0,34.163
canal,3.077,23.528,25.112,9.306,0.754,2,86.461,Winter,7.565,1,23.173
deep_borehole,0.423,3.749,33.789,2.968,0.909,4,85.493,Summer,7.716,2,32.315
rooftop_rainwater,6.335,1.395,23.18,5.097,0.653,4,29.166,Summer,7.674,4,23.092
reservoir,2.485,17.526,20.362,10.58,0.525,11,296.375,Autumn,7.292,4,67.929
reservoir,3.042,0.025,25.491,8.476,0.56,5,20.132,Summer,7.815,1,14.723
shallow_well,7.708,17.843,22.411,7.459,0.641,1,38.215,Winter,6.897,2,25.885
pond,3.272,3.042,23.774,6.993,0.999,3,25.309,Summer,6.959,1,19.027
open_catchment,2.422,21.604,26.86,6.122,0.062,8,20.011,Monsoon,6.763,2,20.684
open_catchment,1.691,11.76,21.737,5.085,0.021,6,113.09,Monsoon,7.32,2,40.156
pond,7.749,10.972,23.908,7.551,0.964,3,117.706,Summer,7.265,2,35.095
canal,1.297,4.546,25.879,8.2,0.44,2,47.854,Winter,8.172,3,19.052
piped_protected,4.538,0.612,22.665,5.96,0.612,11,93.496,Autumn,8.294,2,35.294
canal,5.069,17.724,24.881,4.275,0.753,6,14.969,Monsoon,8.19,1,19.459
open_catchment,6.874,1.874,25.877,7.997,0.742,3,16.373,Summer,7.855,6,17.464
open_catchment,6.333,4.656,24.651,8.163,0.647,7,3.734,Monsoon,7.643,1,21.261
pond,8.107,9.172,25.471,8.248,0.472,7,2.901,Monsoon,7.55,0,19.93
deep_borehole,0.448,6.583,26.071,6.762,0.576,11,168.894,Autumn,7.52,2,44.214
canal,2.964,2.215,22.98,3.762,0.73,2,35.413,Winter,6.781,2,22.571
river,2.801,1.515,20.595,5.162,0.851,4,84.609,Summer,7.876,3,29.671
pond,1.46,1.315,21.893,8.929,0.127,3,48.808,Summer,7.68,0,24.353
rooftop_rainwater,2.892,19.878,21.405,4.974,0.278,8,91.008,Monsoon,7.936,1,35.49
open_catchment,3.098,0.321,28.697,8.05,0.398,8,76.081,Monsoon,8.77,1,85.463
pond,5.219,37.729,19.792,5.468,0.665,4,6.907,Summer,7.546,1,23.539
canal,6.637,2.213,26.884,5.317,0.396,4,110.472,Summer,7.541,2,37.138
open_catchment,3.811,1.169,22.946,9.739,0.239,6,65.354,Monsoon,8.145,2,29.454
piped_protected,7.195,8.603,28.106,9.794,0.033,6,4.096,Monsoon,7.499,3,28.211
pond,3.362,0.834,23.734,7.245,0.843,6,62.565,Monsoon,7.235,2,22.596
community_tank,2.903,9.224,25.093,6.273,0.419,2,6.487,Winter,8.326,2,15.238
open_catchment,5.412,19.013,26.552,8.548,0.329,12,153.634,Winter,7.837,4,43.632
canal,0.237,0.491,28.763,4.631,0.531,8,76.246,Monsoon,8.508,1,85.25
shallow_well,0.798,16.088,23.29,8.817,0.123,7,42.2,Monsoon,7.194,2,24.996
river,4.18,5.017,23.151,10.031,0.397,2,47.229,Winter,7.471,4,22.61
spring,9.429,1.737,26.534,7.871,0.752,8,8.81,Monsoon,8.015,4,23.264
deep_borehole,7.215,1.937,20.239,5.256,0.736,11,67.108,Autumn,6.985,3,32.124
spring,0.881,25.104,19.847,9.287,0.772,1,27.144,Winter,7.643,2,22.999
canal,8.463,1.172,26.101,7.469,0.467,10,15.615,Autumn,7.879,1,16.176
rooftop_rainwater,7.323,20.158,27.008,6.789,0.369,7,18.412,Monsoon,7.133,3,27.117
rooftop_rainwater,6.109,7.858,26.001,5.546,0.831,6,9.416,Monsoon,7.875,2,23.204
shallow_well,8.203,0.398,24.707,5.29,0.173,9,276.466,Monsoon,7.944,2,87.811
deep_borehole,4.041,6.245,23.385,8.73,0.725,3,86.096,Summer,6.87,1,17.987
community_tank,2.215,17.007,29.763,6.886,0.888,9,107.317,Monsoon,7.293,3,35.42
shallow_well,5.12,12.954,30.153,6.87,0.286,5,10.978,Summer,7.682,1,17.318
reservoir,5.488,6.71,25.323,7.189,0.198,5,4.757,Summer,7.456,2,17.27
spring,5.383,19.665,22.949,4.071,0.513,6,28.85,Monsoon,7.745,1,21.65
shallow_well,5.651,1.282,21.973,6.967,0.216,3,29.278,Summer,7.171,5,23.544
spring,9.487,24.073,26.294,6.99,0.871,4,45.401,Summer,7.75,4,27.304
open_catchment,9.022,18.737,21.315,9.243,0.244,12,293.354,Winter,7.238,2,93.046
rooftop_rainwater,8.757,12.319,21.384,8.241,0.314,10,15.063,Autumn,7.551,0,23.358
open_catchment,8.014,17.031,23.547,5.179,0.888,6,6.986,Monsoon,7.168,3,17.855
river,9.434,7.849,26.522,6.41,0.206,5,11.69,Summer,7.519,2,21.927
reservoir,0.985,11.244,29.406,8.569,0.885,10,45.247,Autumn,7.007,1,17.917
deep_borehole,2.651,8.223,25.752,5.046,0.21,11,190.247,Autumn,8.588,1,80.361
community_tank,4.951,4.392,26.49,9.544,0.912,8,72.547,Monsoon,9.004,3,73.01
spring,8.465,8.413,27.948,6.939,0.318,7,9.174,Monsoon,7.14,3,25.79
community_tank,5.052,2.977,27.668,7.804,0.246,1,195.869,Winter,7.88,1,49.864
spring,7.48,5.803,23.344,6.337,0.477,6,18.822,Monsoon,7.225,1,31.003
canal,1.39,3.296,27.614,6.317,0.369,5,5.237,Summer,7.488,0,15.501
shallow_well,2.524,1.311,28.095,5.617,0.202,12,40.519,Winter,7.336,1,25.156
river,7.318,3.884,25.932,9.305,0.338,10,28.511,Autumn,7.138,3,25.547
rooftop_rainwater,1.647,19.105,25.409,7.888,0.713,9,242.858,Monsoon,8.644,0,77.773
spring,3.514,4.798,26.798,5.55,0.832,12,10.193,Winter,8.224,3,17.129
community_tank,2.649,13.783,26.485,8.058,0.821,12,182.103,Winter,7.421,2,39.943
river,3.499,1.926,19.411,8.411,0.757,3,16.924,Summer,7.268,4,19.998
piped_protected,7.083,5.524,26.287,8.622,0.005,4,18.777,Summer,8.891,5,91.787
piped_protected,3.678,1.22,28.537,7.422,0.427,4,19.175,Summer,7.524,0,20.308
open_catchment,5.553,1.492,27.966,7.256,0.169,4,149.015,Summer,7.599,2,41.059
rooftop_rainwater,0.999,9.609,26.131,5.603,0.073,9,8.513,Monsoon,7.723,3,22.172
canal,8.05,9.352,25.444,8.997,0.736,8,16.501,Monsoon,7.118,2,19.378
community_tank,3.699,2.4,23.809,8.0,0.793,9,38.332,Monsoon,7.824,4,18.004
shallow_well,6.485,6.433,24.656,8.483,0.815,4,49.939,Summer,7.604,1,26.231
shallow_well,7.254,19.9,27.182,4.176,0.89,3,75.529,Summer,7.323,3,35.875
community_tank,2.097,1.914,26.154,8.435,0.59,12,24.239,Winter,7.549,2,19.724
deep_borehole,8.847,0.194,27.711,7.038,0.998,5,94.306,Summer,7.586,5,37.471
canal,6.162,10.555,23.442,8.241,0.484,2,3.253,Winter,8.034,3,20.676
river,4.287,0.55,28.251,5.203,0.883,5,50.885,Summer,8.046,0,20.204
spring,1.823,39.09,23.145,9.72,0.113,2,60.44,Winter,7.384,1,28.11
deep_borehole,9.423,9.406,25.608,6.022,0.149,10,15.451,Autumn,7.601,1,24.997
spring,7.551,6.356,23.314,8.728,0.59,2,68.766,Winter,8.01,1,29.785
spring,2.08,5.621,24.705,6.693,0.124,7,15.208,Monsoon,7.157,2,18.374
deep_borehole,3.377,8.511,31.101,9.775,0.075,10,32.007,Autumn,7.34,1,29.355
open_catchment,8.097,0.95,26.528,7.447,0.196,4,9.473,Summer,7.811,0,21.418
piped_protected,6.957,26.595,25.676,9.827,0.788,6,55.368,Monsoon,7.912,3,32.718
spring,7.658,9.825,29.236,6.895,0.927,9,89.32,Monsoon,7.563,4,34.55
deep_borehole,4.412,2.033,17.306,5.331,0.333,10,20.327,Autumn,8.047,2,21.021
deep_borehole,7.165,8.269,24.524,7.444,0.975,3,35.804,Summer,7.816,2,20.171
reservoir,3.865,1.43,23.501,6.8,0.81,1,37.609,Winter,7.713,2,16.606
pond,2.113,0.177,22.427,6.094,0.226,3,24.761,Summer,6.929,3,15.99
open_catchment,6.327,9.957,20.414,8.865,0.586,3,48.96,Summer,7.874,2,29.806
rooftop_rainwater,9.76,10.455,24.343,4.97,0.982,3,460.981,Summer,6.975,1,100.0
pond,3.106,8.763,27.081,9.867,0.849,4,151.763,Summer,7.574,2,35.683
pond,4.61,2.027,24.559,6.722,0.363,11,27.028,Autumn,7.392,2,17.021
community_tank,6.74,9.249,27.397,4.957,0.306,3,55.989,Summer,7.666,3,25.833
piped_protected,5.415,0.582,25.214,7.585,0.819,5,30.046,Summer,7.17,1,20.962
deep_borehole,8.434,9.397,28.499,7.274,0.549,8,21.135,Monsoon,7.108,1,28.672
piped_protected,7.617,8.075,23.492,6.769,0.163,3,133.996,Summer,8.069,1,38.033
canal,0.583,10.649,19.382,6.055,0.328,10,35.643,Autumn,7.468,1,25.097
community_tank,9.984,22.583,20.259,8.971,0.662,6,36.429,Monsoon,7.628,1,32.508
rooftop_rainwater,7.524,18.995,23.507,7.809,0.153,1,716.87,Winter,8.266,2,100.0
piped_protected,8.639,39.453,22.36,6.271,0.699,4,68.334,Summer,7.8,3,33.709
shallow_well,6.512,37.398,23.228,7.597,0.71,1,22.523,Winter,7.609,0,21.697
spring,8.563,14.798,28.416,5.83,0.271,2,55.062,Winter,6.953,2,32.702
canal,1.124,31.331,20.497,8.468,0.398,3,33.379,Summer,7.964,5,22.138
open_catchment,3.477,20.195,29.524,10.145,0.935,5,66.362,Summer,7.141,4,25.711
rooftop_rainwater,8.764,13.004,22.583,8.661,0.749,9,9.695,Monsoon,6.446,1,84.623
canal,2.017,0.784,21.268,6.009,0.788,11,20.552,Autumn,7.249,0,18.158
spring,0.782,0.503,24.585,5.557,0.516,9,61.916,Monsoon,7.835,3,26.352
community_tank,7.881,18.177,29.497,7.148,0.213,3,48.378,Summer,7.249,2,27.036
spring,8.355,6.727,22.863,4.586,0.591,8,45.152,Monsoon,7.388,0,31.009
pond,1.627,16.853,23.197,8.372,0.772,2,73.794,Winter,7.844,1,25.018
spring,8.543,3.753,23.398,7.999,0.004,9,48.906,Monsoon,7.176,5,37.52
pond,6.868,5.069,28.45,6.77,0.114,4,8.181,Summer,7.677,7,24.309
community_tank,5.201,12.046,23.661,6.565,0.474,2,7.117,Winter,8.176,4,14.597
river,8.303,24.69,26.339,6.834,0.437,5,149.002,Summer,7.975,1,53.456
pond,4.192,0.919,25.362,9.343,0.982,12,175.774,Winter,7.528,0,36.279
open_catchment,1.94,19.767,24.67,6.392,0.092,7,382.481,Monsoon,7.541,1,95.069
spring,2.849,15.751,23.504,5.206,0.324,11,24.472,Autumn,8.597,3,78.478
spring,5.052,3.791,30.907,5.827,0.815,6,12.829,Monsoon,6.247,2,82.385
open_catchment,5.313,4.388,33.376,8.484,0.612,9,19.403,Monsoon,7.563,4,28.704
shallow_well,8.056,0.476,22.35,5.559,0.562,7,13.254,Monsoon,7.161,1,24.438
deep_borehole,7.914,0.159,21.786,8.798,0.741,6,15.869,Monsoon,7.761,0,23.279
river,5.814,6.482,25.122,6.698,0.04,8,165.503,Monsoon,7.618,4,50.628
rooftop_rainwater,7.808,1.004,18.181,4.31,0.947,7,23.843,Monsoon,6.934,2,27.635
pond,1.918,2.157,25.145,8.123,0.191,7,11.741,Monsoon,6.965,1,20.161
open_catchment,0.501,18.758,31.022,6.593,0.082,8,9.26,Monsoon,7.036,4,26.018
community_tank,8.736,8.464,23.203,7.557,0.339,12,61.611,Winter,7.866,0,26.403
pond,0.756,10.041,28.241,6.065,0.702,6,46.636,Monsoon,7.002,1,25.973
deep_borehole,2.467,2.076,29.408,8.846,0.231,10,87.298,Autumn,7.374,2,33.726
community_tank,6.953,17.641,22.415,7.668,0.05,12,14.794,Winter,8.028,4,24.943
canal,4.094,20.248,25.535,10.25,0.057,5,53.746,Summer,7.685,5,22.633
spring,8.763,7.409,26.062,8.066,0.257,4,365.518,Summer,7.023,2,100.0
canal,2.98,24.368,27.187,6.651,0.135,8,34.539,Monsoon,7.414,1,23.134
pond,0.119,18.632,27.405,5.703,0.372,9,30.069,Monsoon,8.071,3,18.428
deep_borehole,3.007,13.142,28.367,4.874,0.173,9,23.881,Monsoon,6.998,0,28.405
river,5.781,13.245,22.654,6.807,0.344,11,25.743,Autumn,7.465,3,19.464
pond,3.759,1.114,25.522,6.865,0.444,12,86.973,Winter,7.803,0,32.424
open_catchment,5.349,3.159,29.447,9.386,0.743,4,10.04,Summer,7.201,2,19.004
piped_protected,8.766,0.692,29.771,6.383,0.227,9,3.525,Monsoon,7.69,1,21.348
pond,9.125,0.087,25.675,8.522,0.475,2,152.214,Winter,6.619,1,45.697
spring,2.66,1.723,23.405,6.84,0.815,11,53.672,Autumn,7.061,1,19.475
spring,4.621,21.243,28.106,9.838,0.986,7,21.863,Monsoon,7.899,2,17.033
pond,5.491,2.743,26.609,4.651,0.557,4,324.595,Summer,7.801,3,74.669
community_tank,9.491,35.117,26.544,9.028,0.432,11,27.2,Autumn,4.464,1,96.354
piped_protected,9.986,9.095,27.327,6.251,0.632,4,4.244,Summer,7.546,1,23.664
open_catchment,2.354,2.708,22.148,8.337,0.486,12,46.824,Winter,7.36,0,22.584
pond,7.27,6.874,27.541,9.358,0.165,12,56.056,Winter,9.008,4,85.473
community_tank,3.78,2.473,25.464,6.473,0.459,8,57.266,Monsoon,7.372,3,24.087
spring,0.081,41.335,28.424,5.356,0.979,3,20.262,Summer,7.957,2,17.692
spring,0.093,18.791,25.061,5.21,0.64,11,10.309,Autumn,4.19,1,91.267
deep_borehole,4.606,0.266,26.75,5.719,0.283,5,33.776,Summer,7.968,2,20.208
pond,4.883,29.522,26.372,3.356,0.947,5,203.258,Summer,7.151,3,52.235
piped_protected,0.226,12.768,23.362,6.659,0.389,3,34.911,Summer,7.155,3,21.155
shallow_well,6.869,0.86,22.295,7.975,0.39,11,25.289,Autumn,7.406,1,23.158
piped_protected,2.94,11.106,27.42,7.369,0.617,4,17.967,Summer,7.885,2,15.021
spring,5.599,10.411,22.429,6.433,0.569,9,26.64,Monsoon,7.702,1,19.946
spring,3.009,2.469,23.992,5.67,0.29,3,72.263,Summer,7.68,2,22.198
canal,1.671,14.207,23.901,6.144,0.467,10,38.088,Autumn,7.467,2,22.002
spring,4.072,0.911,26.101,7.426,0.333,9,42.719,Monsoon,8.049,2,25.476
open_catchment,2.323,6.723,27.027,8.238,0.738,10,101.719,Autumn,7.869,2,24.251
rooftop_rainwater,5.348,0.1,20.33,4.757,0.123,1,27.245,Winter,7.328,0,24.013
pond,1.988,34.653,22.825,7.236,0.75,11,29.148,Autumn,8.522,3,74.009
piped_protected,5.084,13.926,22.683,7.398,0.161,5,14.26,Summer,7.181,3,16.335
rooftop_rainwater,1.574,1.73,24.316,5.585,0.306,5,177.114,Summer,6.805,1,42.952
community_tank,6.71,4.181,19.023,7.82,0.333,11,165.835,Autumn,7.353,0,48.558
shallow_well,7.539,1.75,28.401,8.4,0.99,9,40.767,Monsoon,6.872,1,27.655
open_catchment,1.104,14.551,25.181,6.145,0.59,11,17.627,Autumn,8.044,1,18.224
reservoir,4.678,0.607,24.597,5.7,0.778,8,43.049,Monsoon,7.67,3,16.088
piped_protected,0.709,18.351,27.265,10.233,0.555,7,36.389,Monsoon,7.466,6,23.209
rooftop_rainwater,5.982,28.507,26.553,8.201,0.983,1,54.009,Winter,7.61,5,23.558
shallow_well,2.644,11.29,26.52,7.27,0.177,11,31.393,Autumn,7.084,1,25.59
canal,5.276,2.395,24.953,5.989,0.605,7,94.642,Monsoon,8.07,3,29.227
open_catchment,5.175,4.464,25.314,5.841,0.797,2,23.703,Winter,7.99,4,17.132
open_catchment,9.244,6.486,27.533,7.86,0.629,11,71.477,Autumn,7.243,1,30.751
canal,5.491,9.279,26.596,5.766,0.897,9,95.475,Monsoon,6.913,1,33.403
reservoir,5.83,11.046,30.185,5.701,0.601,12,75.6,Winter,7.947,2,34.162
pond,4.017,8.079,25.42,6.798,0.826,12,110.826,Winter,4.319,2,86.796
canal,9.491,4.328,26.952,7.957,0.176,3,36.141,Summer,7.754,0,31.54
open_catchment,7.772,22.156,24.631,9.646,0.262,9,11.536,Monsoon,7.261,0,24.441
open_catchment,2.854,0.849,25.971,7.361,0.444,5,112.121,Summer,7.689,2,25.323
rooftop_rainwater,8.442,6.278,26.127,5.768,0.852,11,29.452,Autumn,7.467,4,21.615
spring,4.324,14.942,23.668,6.598,0.427,4,62.722,Summer,7.428,3,19.437
reservoir,8.287,0.628,23.061,8.956,0.627,5,89.921,Summer,7.326,2,29.743
shallow_well,8.229,12.219,26.923,8.805,0.396,11,107.821,Autumn,6.989,1,39.33
canal,1.889,17.132,26.363,8.871,0.806,2,29.448,Winter,6.978,0,18.064
shallow_well,7.011,10.813,29.403,8.521,0.2,8,12.696,Monsoon,7.124,2,25.469
canal,2.906,0.13,25.014,9.871,0.594,8,10.052,Monsoon,7.461,1,13.995
community_tank,2.975,1.986,22.017,7.311,0.578,8,49.014,Monsoon,7.52,0,17.461
open_catchment,2.963,4.187,25.035,8.128,0.403,8,40.197,Monsoon,7.73,0,24.369
spring,7.256,2.662,27.309,5.79,0.705,7,14.466,Monsoon,7.341,4,18.214
rooftop_rainwater,2.298,32.875,18.635,7.349,0.028,2,54.488,Winter,7.58,2,32.114
spring,0.009,10.544,24.981,7.409,0.841,8,22.086,Monsoon,7.11,2,20.076
spring,7.152,3.524,26.999,8.183,0.348,6,102.709,Monsoon,7.616,2,41.1
spring,1.712,26.549,25.704,6.062,0.793,5,90.07,Summer,7.361,2,28.057
shallow_well,1.045,13.494,23.925,4.652,0.305,2,41.941,Winter,8.006,3,22.369
canal,2.375,3.349,21.392,6.129,0.188,3,18.55,Summer,6.834,2,19.645
river,3.799,4.762,24.964,8.593,0.389,4,45.602,Summer,7.521,0,18.993
community_tank,4.759,2.224,21.327,6.682,0.797,12,382.302,Winter,7.619,4,77.861
piped_protected,0.446,35.43,27.019,7.704,0.704,4,12.335,Summer,7.597,3,15.62
spring,9.706,7.284,25.184,6.102,0.401,5,81.286,Summer,8.363,6,32.045
pond,7.161,22.639,29.485,8.561,0.938,2,48.235,Winter,7.479,2,29.672
shallow_well,3.232,4.254,19.14,6.841,0.409,9,30.742,Monsoon,7.758,1,25.769
reservoir,3.187,19.721,23.98,6.82,0.351,9,14.24,Monsoon,7.123,4,28.035
rooftop_rainwater,4.485,0.554,27.2,8.991,0.145,9,183.973,Monsoon,7.036,2,53.521
piped_protected,6.262,40.224,28.428,9.365,0.07,5,116.074,Summer,8.279,2,46.91
river,1.464,24.308,27.322,9.021,0.35,4,80.971,Summer,7.522,3,29.135
pond,1.889,4.513,22.141,6.508,0.092,9,43.702,Monsoon,7.75,0,27.339
river,8.594,14.904,23.556,6.108,0.463,8,5.455,Monsoon,7.044,0,24.023
piped_protected,2.563,13.954,18.293,5.632,0.86,7,46.031,Monsoon,7.935,2,29.627
spring,3.802,23.152,25.136,4.767,0.476,5,14.455,Summer,7.924,1,19.514
pond,8.713,3.671,28.49,5.601,0.481,8,108.787,Monsoon,8.166,3,43.578
river,6.631,6.265,25.021,5.727,0.253,5,84.686,Summer,7.798,3,35.584
rooftop_rainwater,3.417,20.025,26.73,5.107,0.166,2,82.859,Winter,7.527,3,30.355
canal,6.837,15.077,26.65,4.724,0.222,6,255.167,Monsoon,7.38,3,90.247
open_catchment,0.197,5.0,24.049,5.045,0.568,11,7.66,Autumn,7.664,2,13.288
canal,7.356,18.69,17.704,6.923,0.592,2,4.867,Winter,7.33,1,26.107
piped_protected,4.87,0.481,29.023,7.661,0.22,12,88.831,Winter,7.392,2,30.026
shallow_well,8.132,15.235,26.296,7.528,0.399,10,8.432,Autumn,7.6,1,21.921
open_catchment,9.546,2.316,21.248,6.218,0.569,9,37.249,Monsoon,7.809,0,35.366
community_tank,9.258,3.37,26.113,6.477,0.76,7,26.073,Monsoon,8.392,2,18.149
rooftop_rainwater,9.093,6.797,25.6,7.551,0.32,3,39.416,Summer,7.972,2,23.964
community_tank,5.122,5.974,28.933,7.289,0.271,10,30.495,Autumn,7.432,2,22.103
pond,3.601,7.352,26.416,7.843,0.73,8,48.701,Monsoon,7.54,2,18.47
open_catchment,4.65,7.87,26.427,5.556,0.514,1,6.435,Winter,7.772,0,14.577
community_tank,6.899,4.028,25.598,9.601,0.857,9,139.394,Monsoon,7.531,1,44.579
community_tank,8.84,1.926,22.691,7.947,0.211,7,34.629,Monsoon,7.561,6,31.481
river,2.07,14.631,27.018,8.114,0.771,10,41.933,Autumn,7.475,2,16.55
canal,9.182,5.108,24.924,5.409,0.162,2,12.775,Winter,7.793,4,26.614
river,8.152,7.049,22.142,5.374,0.585,8,45.402,Monsoon,7.365,1,34.31
open_catchment,9.789,10.348,23.023,5.954,0.284,6,64.307,Monsoon,7.453,1,38.147
open_catchment,8.803,24.039,21.592,8.105,0.101,6,30.142,Monsoon,7.798,1,32.292
piped_protected,2.799,12.295,28.179,5.264,0.617,4,32.841,Summer,8.214,2,24.478
river,1.06,0.465,30.936,7.67,0.507,5,13.415,Summer,7.156,4,24.697
deep_borehole,1.122,18.236,28.465,9.188,0.486,9,3.25,Monsoon,7.687,1,21.043
reservoir,2.912,45.427,26.129,5.939,0.593,7,34.065,Monsoon,7.605,0,22.158
canal,6.142,6.396,24.804,5.595,0.372,12,12.022,Winter,7.134,3,19.096
open_catchment,8.043,34.93,24.127,5.903,0.67,1,27.398,Winter,7.224,2,26.482
piped_protected,8.993,7.926,22.041,6.754,0.131,2,269.312,Winter,7.406,1,94.909
river,6.238,6.155,30.84,8.425,0.715,1,46.666,Winter,7.696,1,27.264
canal,0.056,4.026,21.898,8.517,0.58,9,14.638,Monsoon,7.419,2,18.81
river,1.863,10.716,22.452,8.198,0.486,10,14.336,Autumn,6.615,1,20.962
community_tank,0.997,2.611,24.413,4.084,0.128,1,91.174,Winter,7.774,3,32.438
piped_protected,3.633,1.109,24.661,6.719,0.278,3,12.53,Summer,7.395,1,17.394
canal,5.014,0.276,26.806,5.677,0.295,12,4.928,Winter,7.206,0,19.832
spring,0.434,3.458,22.98,7.606,0.234,6,43.452,Monsoon,7.163,1,28.561
pond,3.485,5.038,19.034,8.35,0.954,6,325.956,Monsoon,7.957,1,74.845
pond,1.792,8.031,24.306,6.251,0.916,9,38.135,Monsoon,8.704,1,79.883
canal,6.471,3.464,24.508,9.882,0.546,9,34.671,Monsoon,8.091,2,19.335
river,4.643,41.389,24.264,5.641,0.206,4,9.699,Summer,6.742,1,17.915
piped_protected,4.953,3.45,24.224,7.798,0.911,1,7.921,Winter,7.121,1,16.614
reservoir,4.277,5.816,23.948,10.217,0.749,10,42.695,Autumn,8.571,3,67.68
pond,9.56,1.09,21.027,8.377,0.039,9,147.772,Monsoon,7.828,1,60.976
piped_protected,2.147,3.02,29.387,7.892,0.491,2,43.48,Winter,7.918,1,20.459
pond,5.167,0.495,29.217,6.744,0.605,10,32.084,Autumn,8.064,3,23.954
community_tank,7.36,8.199,29.186,7.917,0.066,10,54.643,Autumn,7.265,5,36.373
river,5.568,13.906,21.443,6.172,0.05,4,127.742,Summer,7.528,4,41.889
community_tank,9.29,2.178,26.211,8.692,0.464,7,277.203,Monsoon,7.494,1,92.55
pond,3.78,4.587,23.731,5.914,0.002,2,41.598,Winter,7.606,1,21.556
spring,4.637,0.168,23.568,6.627,0.047,9,145.826,Monsoon,7.134,3,46.789
spring,0.885,18.296,22.214,5.741,0.165,5,13.36,Summer,7.28,0,21.416
community_tank,6.09,15.14,32.697,6.485,0.91,10,32.695,Autumn,7.267,1,23.175
spring,2.882,0.653,24.254,6.313,0.766,9,22.753,Monsoon,8.013,1,12.4
pond,1.603,4.539,22.234,3.975,0.45,9,161.192,Monsoon,7.64,1,46.198
canal,5.445,31.075,25.415,7.05,0.479,8,153.519,Monsoon,7.705,3,52.046
community_tank,5.323,4.976,27.289,6.274,0.686,3,43.111,Summer,8.241,4,26.839
reservoir,0.759,7.47,24.576,5.036,0.474,9,25.656,Monsoon,7.073,2,19.666
reservoir,6.982,4.389,25.733,5.973,0.064,3,44.245,Summer,7.03,2,25.465
shallow_well,6.238,9.067,28.006,7.542,0.739,9,25.535,Monsoon,7.084,3,28.392
river,1.89,38.239,22.136,4.339,0.058,2,170.245,Winter,7.451,0,54.922
spring,4.694,59.925,25.533,6.759,0.486,11,76.453,Autumn,7.931,3,26.397
spring,7.203,14.904,23.083,8.718,0.862,11,19.49,Autumn,6.89,1,19.766
open_catchment,5.294,5.18,22.677,6.351,0.117,7,9.78,Monsoon,7.534,4,25.148
deep_borehole,3.955,6.821,30.256,9.194,0.707,11,12.144,Autumn,7.756,1,19.689
community_tank,3.223,4.412,24.732,8.614,0.046,2,85.27,Winter,7.216,0,27.732
rooftop_rainwater,6.104,42.388,21.814,7.546,0.993,5,211.131,Summer,7.806,1,53.562
spring,9.391,12.302,24.665,6.964,0.682,2,33.499,Winter,7.718,2,26.868
river,6.717,5.959,21.372,7.01,0.969,8,10.566,Monsoon,7.282,1,21.157
shallow_well,0.747,0.122,24.348,7.735,0.668,2,113.92,Winter,7.3,0,28.698
reservoir,4.607,7.35,22.965,9.998,0.242,9,12.998,Monsoon,7.41,2,16.444
spring,8.908,41.307,26.533,7.751,0.926,2,24.575,Winter,7.627,2,25.884
shallow_well,0.945,7.404,30.811,9.233,0.627,4,27.553,Summer,7.374,4,23.825
pond,9.889,2.014,24.475,5.261,0.576,7,12.871,Monsoon,8.123,2,25.587
pond,9.491,0.223,23.077,6.19,0.429,9,68.494,Monsoon,7.495,1,35.419
deep_borehole,0.783,4.38,25.273,7.025,0.285,3,35.129,Summer,7.659,2,19.235
canal,9.334,25.038,29.474,9.015,0.53,2,9.18,Winter,7.476,1,29.588
rooftop_rainwater,3.631,56.706,26.549,4.313,0.366,6,37.037,Monsoon,7.899,0,26.152
open_catchment,8.447,29.071,24.577,11.527,0.854,1,22.531,Winter,7.166,3,21.06
deep_borehole,4.184,13.072,18.801,7.0,0.029,5,13.177,Summer,7.062,0,28.335
piped_protected,4.409,8.168,24.843,8.767,0.53,8,66.317,Monsoon,7.894,2,29.672
open_catchment,6.342,8.933,27.33,6.976,0.837,3,35.86,Summer,7.727,4,22.43
community_tank,7.745,7.743,27.873,5.776,0.028,5,26.057,Summer,7.171,4,27.413
river,0.338,12.278,28.933,9.57,0.282,9,8.752,Monsoon,7.404,2,26.569
piped_protected,5.932,5.428,22.977,6.71,0.052,1,45.006,Winter,7.454,1,22.196
piped_protected,1.867,11.063,23.791,5.913,0.595,9,36.271,Monsoon,7.814,3,18.61
deep_borehole,3.459,1.297,24.639,7.577,0.317,1,4.412,Winter,7.161,6,12.205
canal,3.48,3.088,27.129,7.894,0.96,4,259.546,Summer,7.73,2,54.121
deep_borehole,4.691,18.079,24.211,7.502,0.616,1,126.166,Winter,6.771,6,34.709
community_tank,3.341,23.408,26.574,7.624,0.562,8,32.601,Monsoon,7.931,1,21.479
